CandidateID,MajorRegion,CandidateRegionID,RunCode,Subregion,GID_0,NAME_0,ImporterV,EvidenceConfidence,Status,SourceArtifact
M67_GME_V2,ASIA,M67_54_PHL_SINGLETON,phl,Philippines singleton,PHL,Philippines,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_56_PRK_SINGLETON,prk,Democratic People's Republic of Korea singleton,PRK,Democratic People's Republic of Korea,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_60_SYR_SINGLETON,syr,Syrian Arab Republic singleton,SYR,Syrian Arab Republic,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_61_TJK_SINGLETON,tjk,Tajikistan singleton,TJK,Tajikistan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_62_TKM_SINGLETON,tkm,Turkmenistan singleton,TKM,Turkmenistan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_63_TLS_SINGLETON,tls,Timor-Leste singleton,TLS,Timor-Leste,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_65_UZB_SINGLETON,uzb,Uzbekistan singleton,UZB,Uzbekistan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_67_YEM_SINGLETON,yem,Yemen singleton,YEM,Yemen,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,OCEANIA,M67_55_PNG_SINGLETON,png,Papua New Guinea singleton,PNG,Papua New Guinea,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,NorAfr,M67_24_DZA_SINGLETON,dza,Algeria singleton,DZA,Algeria,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,NorAfr,M67_26_EGY_SINGLETON,egy,Egypt singleton,EGY,Egypt,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,NorAfr,M67_44_MAR_SINGLETON,mar,Morocco singleton,MAR,Morocco,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,NorAfr,M67_64_TUN_SINGLETON,tun,Tunisia singleton,TUN,Tunisia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
